cod_mun,nome_mun_rqual,uf_rqual,kmeans_cluster,lof_score,lof_outlier,IND2,IND4,IND5,IND8,IND9,INF1,INF4-UP,pib_agropecuaria,pib_industria,pib_per_capita,area_km2,densidade,pop_rural,idhm
3170206,Uberlândia,MG,0,1.3957565309520497,True,-0.632839577262291,-0.6734450378199841,0.6496470911054276,0.4651904579590546,0.8269011873923513,-0.5169531472952977,1.1879237638009976,3.4078705075565408,2.917170281258673,0.6482358738135338,0.4619910713942371,0.09631842731207975,0.9741894539077692,1.8023649504924115
3301009,Campos dos Goytacazes,RJ,0,1.3888542497524696,True,-0.516901884407484,-0.03813179853728141,0.7696668697404042,-0.30362815895829587,0.6948079856174569,-0.7198445836505613,1.1046745639826199,1.0988003766572525,2.917170281258673,0.9156255546288729,0.44723409664998026,0.0065673549820527794,3.894487413140252,0.7885371592070247
4104808,Cascavel,PR,0,1.3827591837603332,True,-0.8254522578431223,-0.029558497277507496,0.5195811732497307,0.35202668060585796,0.6992915924074156,-0.6605742132931831,1.3604601596526629,3.9045488041455125,1.083563522359741,0.31270834931091934,0.10091054356871805,0.08477180059096953,1.6730611049471478,1.7051485869444978
3530607,Mogi das Cruzes,SP,0,1.3627205387931867,True,-0.4177526049920206,-0.3017101355989097,0.4121526205420193,0.06252269148992141,0.5642799984853407,-0.8559791257251357,1.0535971545690475,1.806034608992547,2.0823966653895902,0.21857162213460996,-0.14504046269305598,0.8700264542110424,3.894487413140252,1.719036638879914
4202008,Balneário Camboriú,SC,0,1.3506205924185162,True,-0.9954181175845452,0.3810849576020683,0.6886139767074659,-1.1604135529495714,0.22206435091748358,-0.5529305102201828,1.2403271029616896,-0.3493724004760881,0.2097928240980035,0.36818415118074577,-0.2640908342541327,3.5477849925429203,-0.39127194869554544,2.580095858875721
2110302,Santo Antônio dos Lopes,MA,0,1.3180076387532733,True,-0.42995098467228465,1.2172175032782384,0.6170011409635945,0.5760341921159494,0.63571507340163,-1.3881863211864491,2.1047922157366177,-0.3730337519927126,1.1297188912148552,3.9713486020294995,-0.13462518084101227,-0.16379160927584108,0.4792602764346942,-1.2946706311054126
3505708,Barueri,SP,0,1.3095905371862548,True,-0.40997172992086683,-0.4298782890144828,0.6811804044256938,0.32622017031924616,0.6657976481093385,-0.7247534071648333,1.8701012973529412,-0.43676483755418044,2.543329543795822,3.9713486020294995,-0.2604359769470377,3.5477849925429203,-0.7931321402157439,1.7607007946861628
4127106,Telêmaco Borba,PR,0,1.3074326265543041,True,-0.653984825719547,-0.3781088200313021,0.7768079976340662,0.6327838651180783,-0.5034830594945825,-0.09217860151843,2.638665328360181,0.7995872152272429,1.0985490366124915,0.6466519553440299,-0.0254563217629732,-0.10375587325283428,-0.5917074749650738,1.0385220940445175
3205200,Vila Velha,ES,0,1.295399960336469,True,-0.991413924565472,-0.196838173085038,0.2474437801768396,0.1571264277482619,0.5443066966875568,-0.49514849957915913,0.594685582379093,-0.3375011136971706,1.0090364044088844,-0.04329653512177757,-0.23465306107596842,3.5444235291597734,0.8900227187851678,1.9551335217819905
3500600,Águas de São Pedro,SP,1,2.265892600336626,True,-0.43703036759521074,0.09691295191263877,0.48491879948428496,0.22040039953309185,1.1197304273794597,-0.9228942929652652,-0.6964715116446255,-0.43676483755418044,-0.16493562167242148,0.17506969985474716,-0.2646008765756529,1.0986227715819594,-0.6172452450236409,2.705088326294467
4303558,Camargo,RS,1,1.9884760207147973,True,-0.9366065326169059,1.1994883820074635,1.1018603516584664,0.17372325231597932,0.6234014770913173,1.0345055465493378,3.1001155943664025,-0.05860704208232229,-0.05604089018672691,3.7079318411474596,-0.24752560873305565,-0.1586821849334575,-0.6233599223616076,1.0662981979153499
5204805,Campo Alegre de Goiás,GO,1,1.919534603610897,True,4.118254883125875,-0.6709665274981251,-1.4399845944882008,0.4609687210443393,-2.6017499624930753,-0.332821801729197,-0.4261250140055381,2.06918662234931,-0.1553391439094315,1.7544559386551843,0.1649400327962319,-0.1898765651290624,-0.5264243022097227,0.483000016627867
4319752,São Vendelino,RS,1,1.8851124011078937,True,4.274661089234527,0.567068009400968,0.9071028443965762,0.2494837430110005,-3.565921520199318,1.8920831723144402,2.0199396753074286,-0.40911767334327803,-0.15340739260842712,0.19032356487432792,-0.2646008765756529,-0.0764944052155115,-0.6956569897105089,1.3162831327528426
4322152,Tunas,RS,1,1.8798654336058802,True,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.33858268216548865,-0.005340379597264897,1.9314120539937352,-0.6143784682907917,-0.18813516378372405,-0.1677001791700244,-0.17931833740269248,-0.23339053239132396,-0.16649758729927447,-0.4012532602325206,-0.030857904982533033
4314175,Pedras Altas,RS,1,1.8409244261595963,True,-0.8433042850531577,1.3524287502827321,1.0986744187622983,-0.4589982225466068,0.3051151002941978,5.709874937088258,-0.6367764925394785,0.8369965689116039,-0.16468833137278482,3.9713486020294995,-0.027039611585810513,-0.19244808461716992,-0.5890098231983237,-0.2669547878846094
1720655,Silvanópolis,TO,1,1.8208405990196859,True,-0.7248848267334039,-4.054627871998782,-0.8235859658437202,0.5275787268237988,-4.104595340850923,1.6212969290542532,-0.7035098609001608,0.04500132305335512,-0.16356133258092362,0.24361342563250524,-0.047593657067317906,-0.18814541148674166,-0.6782121749521919,0.21912702985495963
4117305,Ortigueira,PR,1,1.8021243072376496,True,0.31395299965243073,0.01307514180233052,0.5842168089624001,-1.5617745229526065,-1.486673225202793,-0.012887352727909534,-0.22561270922191584,1.0299849761110955,0.579532263833381,2.178422569783519,0.1612666220083961,-0.1782290945064578,1.1730963108428059,-0.6974843978825135
5101605,Barão de Melgaço,MT,1,1.7936618780078557,True,-0.022535720529923964,-0.630903195418732,0.15681461256558887,0.5419582570005171,-0.15529276805642822,0.6373677533835879,-0.6989847555084533,-0.26043749717418724,-0.16765700605834313,-0.444027669292461,1.757107160971484,-0.19354056021669272,-0.12087731994163255,-0.8224768653012599
