cod_mun,uf,nome_mun,IND2,IND4,IND5,IND8,IND9,INF1,INF4-DL,INF4-UP
1100502,RO,Novo Horizonte do Oeste,-0.6285111811152526,0.6371270240766336,-0.7012948980938157,0.5339113321958708,-0.08267488241955788,0.6795091590668797,0.4598843077134434,0.7042899628082647
1100601,RO,Cacaulândia,-0.3441920639641536,1.1461126903387788,-1.5185993674872786,-1.128446537647627,0.21618529904345252,0.28447283474347274,-0.5951126757613163,-0.680840388584065
1100700,RO,Campo Novo de Rondônia,-0.9721778723062299,0.4186263797837645,-1.7503989423767596,0.34321996738259697,1.1909345388029693,-0.08659182461528497,-0.9257731267535727,-0.693087085894213
1100809,RO,Candeias do Jamari,-0.4134753988125557,-0.68939758211061,0.27169119528200164,-0.23762302441078148,-0.7873414483525509,-0.7895288876232986,0.9288380198355985,1.8768932486613128
1100908,RO,Castanheiras,2.186535099378987,0.3160455641704143,-0.40097416726949253,-2.3541071079884186,-0.0065178182253451886,-0.22535940113829558,-0.7638861791186932,-0.3581034030882276
1100924,RO,Chupinguaia,-0.7491943735565844,0.5952147823906999,-0.9487614741388766,0.11604414364742162,-3.656868945436806,-0.2796985148849794,-0.592244034849875,-0.5994640435354571
1100940,RO,Cujubim,-0.8315533436079788,0.36681096862333573,-3.0475658328138784,-1.6712938972085678,-0.8736758545352491,0.957118414929372,-0.9163560761732169,-0.6645937772303223
1101005,RO,Governador Jorge Teixeira,-0.4250936255269881,0.19360615476524734,-0.5131377548600983,0.5107146757303337,-0.7466473752450455,-0.505391743775705,-0.48889476576309476,-0.5869378978956064
1101104,RO,Itapuã do Oeste,-1.0039497788467748,0.8509398127718834,-1.3532512618157841,0.03338997867699162,1.0549183586831874,-0.6511520556183968,0.048792119404056034,-0.19314433400478473
1101203,RO,Ministro Andreazza,-0.6532188721306709,1.1394864957056217,-0.43058261927061176,0.054822625291636076,0.6531180387558639,-0.50127663317177,-0.8570897457149674,-0.723099684531892
1101302,RO,Mirante da Serra,-0.7944690559881521,1.1193533009612409,0.0007368028065408756,0.1687802923309284,-1.1351631873457122,0.06035678066878067,-0.5197518612002264,-0.5644956243445248
1101401,RO,Monte Negro,-0.7421529091281572,0.6615514285982614,-0.06894685856044254,0.35959588319010766,0.4803489917921951,0.30397439134766896,-0.546974731926477,-0.6920445551062547
1101435,RO,Nova União,-0.22525936766886043,0.9869598700533273,-0.3139125668374604,-1.4009093317645125,-0.4281664826814354,-0.332724561565462,-0.017505218543955654,-0.6390923712713157
1101450,RO,Parecis,0.726862653647667,1.1046595197216924,-1.1406081651563156,-0.8354338325830201,-0.274589826331019,-1.062750997622016,-0.7052167116685647,-0.5687766222305124
1101468,RO,Pimenteiras do Oeste,0.2972195680301097,0.04677565768455023,0.3212364795629835,-0.7774275765901407,0.2583203377523842,0.33604531423253614,-0.07301667946640744,-0.0031834348791230107
1101476,RO,Primavera de Rondônia,-0.22264299154844325,0.4380104715464353,-2.792392739747888,-0.8165456276837489,0.06312013144855118,0.08785582251785115,-0.43627179004536737,-0.6097195765137102
1101484,RO,São Felipe D'Oeste,-0.038952644248163526,0.40678487127373114,-1.824858743631949,-0.3784515159067647,0.3051151002941978,4.52246208692024,-0.708380860529645,-0.46378953112897575
1101492,RO,São Francisco do Guaporé,-1.026473364579062,0.8783525630365583,-2.9687422886945534,0.4298172131962914,0.5102554718769495,0.7971241690914691,-0.6814209688071494,-0.6489618943076717
1101500,RO,Seringueiras,-0.4118183606029581,0.6219320873310619,-3.073721616576462,-0.43754511517145217,0.2354004121582171,0.9025208659145671,-0.7108256741088224,-0.649934897714363
1101559,RO,Teixeirópolis,-0.22904742526929064,0.7508535521720634,0.16721604302642212,-1.637261806580009,-0.4195634383473691,0.23485306335310735,-0.45809112558126674,-0.6936027029799872
1101609,RO,Theobroma,-0.8522454660559742,1.0282194522594115,-1.9288587909180648,0.37424432621898907,0.26779942072295904,-0.7401206737829218,-0.6522548149792151,-0.6023580325824133
