cod_mun,nome_mun_rqual,uf_rqual,kmeans_cluster,hdbscan_cluster,hdbscan_noise,perfil_hdbscan,IND2,IND4,IND5,IND8,IND9,INF1,INF4-UP
4110300,Inajá,PR,1,-1,True,C1-intermediário,0.0021719704854943228,0.21263463303379287,0.2103766943396065,0.5058567065964817,-1.7652201229417688,1.3892280806085382,-0.708923118431804
4110409,Indianópolis,PR,1,-1,True,C1-intermediário,0.10004718848579776,-1.523293690654589,-0.17444363328834714,-0.1527415595125608,-0.5683327415345647,0.30242956288581463,-0.7409428204133205
4110508,Ipiranga,PR,1,-1,True,C1-intermediário,0.048948225299214276,0.4670618094328212,0.7346780559072689,0.13682253308735912,-0.013012748087318636,-0.006770053492072124,-0.5505437965036348
4110607,Iporã,PR,1,-1,True,C1-intermediário,-0.2677318733569668,0.5574352324353209,0.6171330507425108,0.49057953362735474,-0.4965115439961337,1.3990045070480006,-0.3365300499294142
4110656,Iracema do Oeste,PR,1,-1,True,C1-intermediário,-0.2379089774336604,1.3524287502827321,1.073108061607771,-0.45816956174670703,-1.7333917253555764,1.4394507843281634,-0.6014758761162095
4110706,Irati,PR,1,-1,True,C1-intermediário,-0.19249399657244706,-0.3941570187405898,0.34007013475086084,0.5692749666014284,0.5594512623649363,-0.9636404956788335,-0.5681727489721397
4110805,Iretama,PR,1,-1,True,C1-intermediário,0.03579050770813073,-0.218628236246913,0.26628463200093677,-0.5788317815541548,-0.7466473752450455,0.16241010609387152,-0.6656891184335598
4110904,Itaguajé,PR,1,-1,True,C1-intermediário,-0.1856610838637632,-0.3260025001989019,0.244392077074075,-0.11592497860351172,-2.9293135528888654,1.7380255375952123,-0.6696179853717071
4110953,Itaipulândia,PR,1,-1,True,C1-intermediário,0.26336972799103076,-0.38672034798817706,0.11998467930387627,0.32277418709087946,-0.7088565388456212,0.9501722032332065,-0.6818352651637858
4111001,Itambaracá,PR,1,-1,True,C1-intermediário,0.2703846494733091,0.03709658783801129,0.4758663011086008,-0.5110197060958122,0.7084634098508356,-0.6070416289891813,-0.7103108798961438
4111100,Itambé,PR,1,-1,True,C1-intermediário,2.0978437407462946,-0.5332420505111056,0.86370289246483,0.6421078336739313,-0.5208301073106125,0.8421241014511912,0.739418604348533
4111209,Itapejara d'Oeste,PR,1,-1,True,C1-intermediário,-0.039303278797293464,-1.4255462726507526,-0.10575530021445824,0.27922345838515217,-5.1379658524744425,-0.15339507457362841,-0.5064398738188414
4111258,Itaperuçu,PR,1,-1,True,C1-intermediário,-0.7279334736911076,0.3652219304163483,0.43854296268040893,0.12643528701125847,0.3883409400931935,-0.861021843672659,-0.42629768230381404
4111308,Itaúna do Sul,PR,1,-1,True,C1-intermediário,0.029006889042295356,-0.6706251175015446,0.7303509482089613,0.39031771506777113,0.38387657894264443,0.5312137295601848,-0.7090411503431715
4111407,Ivaí,PR,1,-1,True,C1-intermediário,-0.6096732730482489,0.37012519320162496,0.5690093173362625,-1.1352314719748686,1.1025609160959624,0.4108937916335467,-0.666701417565495
4111506,Ivaiporã,PR,1,-1,True,C1-intermediário,-0.471725790061613,-0.0333934416150515,0.43720486002279635,0.27221820551193315,0.42120173981381365,-1.188304416639286,-0.6834667252556732
