pair_rank_global,cluster_id,cluster_nome,cod_mun_a,nome_a,uf_a,cod_mun_b,nome_b,uf_b,dist_socio,dist_rqual,divergencia,indicador_dominante,divergencia_ponderada,IND2_a,IND4_a,IND5_a,IND8_a,IND9_a,INF1_a,INF4-UP_a,IND2_b,IND4_b,IND5_b,IND8_b,IND9_b,INF1_b,INF4-UP_b
1711,1,C1: Intermediário,4117297,Novo Itacolomi,PR,5203962,Buritinópolis,GO,1.5868694511326522,9.10015348247706,5.734657926804898,IND5,0.5057602437118741,0.4915708115837114,-2.2242226171305037,-0.180150452005632,-0.2909028447302189,-0.5519427351858451,0.9703261451309384,-0.6855921861660599,0.1723534239527817,0.6955398102826086,0.6797526984866221,-4.20162937971753,-0.948894953379424,-1.7196417421393082,1.9688456546098376
1712,1,C1: Intermediário,1716653,Pequizeiro,TO,3522653,Itapirapuã Paulista,SP,1.8398883104499197,10.544692989611137,5.731159290479657,IND5,0.8095376812633684,-0.7625378917707127,0.2385207703399551,0.0313875444614611,0.6794384911903877,-0.3802505254424424,-0.8327854604150011,-0.7002243619571299,0.046183967050252,-3.048443162864374,-1.345003761924295,-4.20162937971753,-0.1348779710151805,0.852046561392672,-0.6966974439728224
1713,1,C1: Intermediário,3153004,Pratinha,MG,4115903,Mirador,PR,1.4714676601775134,8.432433606610386,5.730627882003533,IND5,0.8683846109307924,-0.3499581286776154,-1.2189132642893308,-1.7184998564080145,-4.20162937971753,-0.4397033364401437,0.5235077281258746,2.699865836896199,0.0091679327205231,-0.1733654028990247,-0.2420558850550971,-0.3130793861369758,-0.6101354477393174,0.5196586744064566,-0.6713048792122809
1714,1,C1: Intermediário,3542800,Ribeira,SP,4212601,Peritiba,SC,1.7758212066887633,10.174803632264817,5.729632909107643,IND5,1.354316421736731,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721,0.6503279643512888,-1.0837627766910083,0.7783537661015439,0.5363584391506135,-1.222891011839019,0.7114164938621033,0.2631199788918233
1715,1,C1: Intermediário,3504305,Avaí,SP,3535804,Paranapanema,SP,1.5442891472859854,8.84676352454481,5.728696296521852,IND5,0.24849847376335074,3.587866149474454,0.6791108093057653,0.8485373016734638,-4.20162937971753,0.1713501970768531,-0.6856442198717966,-0.3825670111145817,0.3918906732452649,0.2281844818662041,0.4260354875463815,-0.2189218893217406,1.0905813165485183,-0.7587155356269365,-0.7064966254899576
1716,1,C1: Intermediário,3530904,Mombuca,SP,4200309,Agronômica,SC,1.305237158429546,7.4739042344591695,5.72608907160262,INF4-UP,0.41931650123586156,-0.1781380545552013,0.6115112792793187,0.4082252353016641,-3.2635239719509763,0.8357930064302467,-1.1901639457264894,-0.7203535972132358,0.0727344968983119,-0.6407625269378369,0.5329900629302925,0.2267407551932238,-0.7409571588297116,-1.01082441721043,2.491991884563722
1717,1,C1: Intermediário,4206702,Herval d'Oeste,SC,4319752,São Vendelino,RS,1.533891930145616,8.780964427233961,5.724630431216711,IND5,0.36140845531161797,-0.8527687412800582,-0.1597442487519646,0.2926293400021797,0.3022285609452604,0.5668271739775675,0.2971135904023841,-0.4577942698935983,4.274661089234527,0.567068009400968,0.9071028443965762,0.2494837430110005,-3.565921520199318,1.89208317231444,2.019939675307429
1718,2,C2: Nordeste Vulnerável,2106672,Milagres do Maranhão,MA,2901304,Andaraí,BA,1.3897883025768185,7.955704676684241,5.7244003681777285,IND5,0.5305204878733255,3.925769229501615,-0.5933535317014217,0.7939326983745975,-4.20162937971753,0.6080930742638448,0.2819246659984742,0.3825931561462959,-0.5083247209518552,0.0833077547813423,-0.1197218160686455,0.3660563683152605,0.8643721383840545,0.3502498768920987,-0.7015121328071617
1719,1,C1: Intermediário,4310462,Ipiranga do Sul,RS,4317954,Santo Expedito do Sul,RS,1.804038205208793,10.324602358914037,5.723050833059299,INF1,0.4840433585490477,-0.9855213905203584,1.2338901882747142,1.1080010103995055,0.285450471618216,-1.6764519465508292,-1.704698376220144,1.3422766117060223,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
1720,1,C1: Intermediário,3101300,Alagoa,MG,3550001,São Luís do Paraitinga,SP,1.7860325934935057,10.221236907924649,5.7228725497158415,IND5,0.381707794022737,-0.6639573897727316,0.9482353491315562,0.1049749369668024,0.6704187059404993,-0.4336350527625603,6.442359751751981,-0.3421554175359919,1.141380051809654,-0.3355968751156283,0.7539617617093772,-2.6699634483259613,0.9037684837870538,-1.093207489373582,0.0829595604040522
1721,2,C2: Nordeste Vulnerável,2309409,Novo Oriente,CE,2918803,Laje,BA,1.329621219257404,7.609212161728904,5.722841998757978,IND5,1.2230779924677755,0.1115137412222353,0.072830132739411,0.7894092586770864,-4.20162937971753,0.8735143660705752,-0.5985203801643246,1.8745675253109508,1.192775438705406,-2.753809745434742,-1.31695751673986,0.4441499759204398,-1.0264763723788686,-0.2710590450051895,-0.6781183671833276
1722,1,C1: Intermediário,3128501,Guarará,MG,3542800,Ribeira,SP,1.5643689555155862,8.95228599303859,5.722618028024897,IND5,0.8319938558500637,-0.0743672690302243,1.0981206502956715,-0.109708958407536,0.1428516371787687,1.4360268055160963,-0.337161741687205,0.5883716983048641,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721
1723,2,C2: Nordeste Vulnerável,2313203,Tamboril,CE,2923407,Palmas de Monte Alto,BA,1.0724017914047639,6.136627897379392,5.72232155973794,IND8,0.23991058113842126,-0.618103731156196,0.6357090123462752,0.78338009728352,-4.20162937971753,1.4360268055160963,-0.0866322169510361,-0.3780614595073325,0.6043252468253444,0.7975258944061004,0.5816650632656412,0.321254975624414,-0.6853526709322665,0.0451776993950309,-0.3956348660570329
1724,2,C2: Nordeste Vulnerável,2111953,Sucupira do Riachão,MA,2900504,Érico Cardoso,BA,1.406412143421274,8.0470260392051,5.7216699038932,IND5,1.2103477758452656,1.7823429072690258,0.9703049540414368,0.7157717352067281,-4.20162937971753,-0.948894953379424,-1.7196417421393082,1.9688456546098376,-0.195944579571838,-0.7831872476129296,-1.3686712499837157,-0.1606584123398015,-0.5752294056551799,3.685113826197685,-0.5835957458061536
1725,2,C2: Nordeste Vulnerável,2506905,Itabaiana,PB,2515971,Sobrado,PB,1.2879058507187426,7.368509848269356,5.721310947097487,IND5,0.6302377267674344,-0.8076153980308867,0.7397348438705058,0.8545887932944134,0.6108090083504045,-0.5688316069604256,0.6146590812869205,-0.0118183370042134,4.274661089234527,-0.1485561011290697,-0.2307972707608626,0.6243376631872325,-0.1841281331498004,-0.0341275231918474,3.131133164894432
1726,1,C1: Intermediário,3166006,Senhora de Oliveira,MG,3542800,Ribeira,SP,1.6363900069500106,9.361671493730919,5.720929270069769,IND5,0.6851447863768492,-0.2914385161176167,0.2556378895670233,-0.3593845291089988,0.2082851492299819,0.8095793291859916,0.2870898729140114,3.131133164894432,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721
1727,1,C1: Intermediário,3153004,Pratinha,MG,5212303,Leopoldo de Bulhões,GO,1.8889603727205335,10.804963426346873,5.720058280029032,IND5,1.496417107682784,-0.3499581286776154,-1.2189132642893308,-1.7184998564080145,-4.20162937971753,-0.4397033364401437,0.5235077281258746,2.699865836896199,-0.4005148573928659,0.7164011276789893,0.8257368671095284,0.5730466287876071,0.1539976424693915,-0.4971149057632827,-0.6944335615183106
1728,2,C2: Nordeste Vulnerável,2929008,São Félix,BA,3160959,São Domingos das Dores,MG,1.1671439155196963,6.675902226395621,5.719862076908628,IND5,0.9988610870923841,-0.3770888114915072,-0.0881507302858158,0.2231634654534523,0.4413494093281957,1.4360268055160963,-0.1811704210304848,-0.6922941698029342,-0.571553810528605,1.211149702677277,-1.4970602815727898,-4.20162937971753,-1.4742027677929856,-0.5827393250968135,0.2445063566006666
1729,1,C1: Intermediário,3550803,São Sebastião da Grama,SP,4322152,Tunas,RS,1.8807061062606512,10.752729049447641,5.71738934006524,IND5,2.8597533115867977,-0.1630768285402777,0.375849653617534,0.5497088405900344,0.5531376268042018,1.282438981006009,-1.0738223525136184,-0.7036283993862551,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1730,1,C1: Intermediário,3522653,Itapirapuã Paulista,SP,3535408,Panorama,SP,1.7131401110568074,9.791652685620447,5.715616963672938,IND5,1.0010777372740276,0.046183967050252,-3.048443162864374,-1.345003761924295,-4.20162937971753,-0.1348779710151805,0.852046561392672,-0.6966974439728224,-0.366691560299936,0.2870374630331752,0.3570475773660237,0.0665139038364117,1.0591657731078654,-1.01810083284074,-0.7082331636537675
1731,1,C1: Intermediário,3112505,Capim Branco,MG,3139508,Manhumirim,MG,1.6445251321671108,9.39517075215567,5.7129991890497696,IND5,0.40330007690053044,0.1793575115794886,0.2396451262198066,0.4201079691458641,0.4883061571298714,0.5843530672138543,-0.2224996956994605,-0.7164781739087763,-0.4821457923498835,-1.9612190833399532,-0.2655904641183011,-4.20162937971753,0.2728272237348052,-1.1590400702587418,-0.6726452759396558
1732,1,C1: Intermediário,3555901,Uru,SP,5205455,Cezarina,GO,1.7962200621659632,10.258953145952855,5.71141217956932,IND5,1.166377157332158,-0.1615449213625262,-0.5505839949598729,-1.0404170353875892,-4.20162937971753,0.603859492217616,-0.8476697616467377,-0.7133598265336676,-0.1721772672199898,0.6914334832141635,0.94267951030196,0.5240620336144045,0.3560946375051961,-0.427693050472996,3.131133164894432
1733,1,C1: Intermediário,4313607,Paim Filho,RS,4321352,Tavares,RS,1.5714613751841118,8.974450556262852,5.7108947711174345,INF4-UP,0.17361404714899425,0.00799625124051,1.293374202196877,0.458705192242456,0.4970410417905115,-1.1160482193860104,1.4770473184134385,-0.7434804884157667,-0.4861575690678565,0.6828282679228653,0.6808120110380651,-4.20162937971753,-0.6734179625213138,2.1095041003451493,0.5865608962860906
1734,2,C2: Nordeste Vulnerável,2209906,São João da Serra,PI,2210623,Sebastião Barros,PI,1.5012079372252662,8.57312184608436,5.710815689010769,IND5,1.664861197859519,-0.1191823793084663,0.9418558745113346,1.0750986814232502,0.63589068545041,-2.9293135528888654,-0.8480000809111761,0.7267031734435857,2.886226119118103,-2.6567201695312623,-1.792100576881239,-4.20162937971753,0.4083968862936671,-0.8141387385941311,-0.0605706125407342
1735,1,C1: Intermediário,4118709,Paulo Frontin,PR,4121505,Rebouças,PR,1.3359125833579808,7.628790941563241,5.710546506476336,IND5,0.23974375353379923,0.2257090792548222,0.7087564896662037,1.0069875919040672,-3.511393297328047,1.4360268055160963,-0.0317354033510325,-0.6958657930068906,-0.0839409305212812,-0.2623569783968393,0.5993707190128136,0.3169454279459067,-0.9616751314295596,-0.144079096749122,-0.3159116805905783
1736,1,C1: Intermediário,3501004,Altinópolis,SP,3504305,Avaí,SP,1.7123534353112813,9.77341156648007,5.707590126681886,INF4-UP,0.17155116287374877,1.2129512101761393,-0.2484900271411678,0.6364586076954135,0.6016290091456192,0.5474338718790932,-0.8012586941670445,0.931670805252897,3.587866149474454,0.6791108093057653,0.8485373016734638,-4.20162937971753,0.1713501970768531,-0.6856442198717966,-0.3825670111145817
1737,1,C1: Intermediário,3152600,Pouso Alto,MG,3542800,Ribeira,SP,1.6953569629446168,9.67512394357768,5.706835875476276,IND5,1.0470872171629815,0.1173986915684488,0.6404587086862987,0.2559968505059775,0.5318529796904953,0.9358299721652252,0.3950013757934142,-0.6731433655398793,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721
1738,1,C1: Intermediário,3504305,Avaí,SP,4105706,Clevelândia,PR,1.619554874079181,9.24137205239568,5.706118511077844,IND2,0.1416597654662427,3.587866149474454,0.6791108093057653,0.8485373016734638,-4.20162937971753,0.1713501970768531,-0.6856442198717966,-0.3825670111145817,-0.1113635857428137,0.2694935132859679,0.6392612237344637,-0.2155407486504859,0.8297150026028979,0.09668085466046,0.1011322774211923
1739,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,3162450,São João das Missões,MG,1.1949804593331304,6.817289331587527,5.704937911442534,INF1,0.39625103553933927,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,0.1387809306163225,0.465526854737655,0.5215411105826895,-0.4656658728716817,0.2830510838427185,-0.375648568028809,0.0209461463806013
1740,1,C1: Intermediário,4314787,Ponte Preta,RS,4322152,Tunas,RS,1.933068860719636,11.025194419178233,5.703466978082894,IND5,2.972419389973494,-0.6450284773189304,0.5262068265334714,0.7412658420800918,0.6223018175183745,0.6127980137313536,-0.5950724052048834,0.542286335551533,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1741,1,C1: Intermediário,4202859,Braço do Trombudo,SC,4317954,Santo Expedito do Sul,RS,1.6112663315588498,9.188536294617297,5.702680003264883,INF1,0.4316508307391457,-0.3609355328350182,0.3221867356651336,0.4326103412098935,0.5062250002853901,-0.3886023119082111,-0.5976525722442956,0.7801766570472173,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
1742,1,C1: Intermediário,4105607,Cidade Gaúcha,PR,4322152,Tunas,RS,1.8252776521851455,10.40885259428147,5.702613285226944,IND5,2.977487703808461,-0.1619392737053137,-0.1619712168857921,0.7498830853066167,0.2351959208857578,0.2401428548315847,-0.0846590348167501,-0.6514646629298254,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1743,1,C1: Intermediário,3158805,Santana do Jacaré,MG,3542800,Ribeira,SP,1.5963571352241037,9.098148537952163,5.699318987900289,IND5,1.539280309304787,-0.4379024929686831,0.890940018195515,1.092832872801904,-0.3397563205300033,-0.3809575741807071,0.868139104636598,-0.6794202063372037,-0.1666297914748153,-0.7896598959392781,-1.5242806783690654,-4.20162937971753,0.9059003141634744,-0.9969422333063894,-0.6880279240966721
1744,1,C1: Intermediário,4214508,Rio do Campo,SC,4321352,Tavares,RS,1.6603466872898942,9.454528955271195,5.694310123272548,IND8,0.1668120961837133,-0.5800740962424853,0.330416347354648,0.5461416229824543,0.6508343480235158,0.322755708920732,-0.1043626424350421,-0.6813663217023135,-0.4861575690678565,0.6828282679228653,0.6808120110380651,-4.20162937971753,-0.6734179625213138,2.1095041003451493,0.5865608962860906
1745,2,C2: Nordeste Vulnerável,2405207,Janduís,RN,2411429,Santana do Seridó,RN,1.2044818493609917,6.853947182763173,5.690369830569881,IND5,2.942846686124179,-0.584829075452635,1.2676493885665492,0.7315577295882479,0.4946880543340189,0.8406854454339512,-1.0452411410918132,-0.7200052185367656,4.274661089234527,0.3157856927708621,-4.336569178893552,0.5601215663852321,0.4115965762520264,-1.576770169720865,-0.1564747066188529
1746,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2301505,Arneiroz,CE,1.3806824292352955,7.854993577757434,5.689210933479314,INF1,0.42470323240956626,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,-0.1627136536263002,0.2240970309056095,1.0863957464586695,-1.3229231431518007,-0.0236707569318808,-0.9791982207293491,1.2680894622877696
1747,1,C1: Intermediário,3109907,Caetanópolis,MG,3154150,Reduto,MG,1.6656276162680115,9.475177018468916,5.688652685772736,IND5,0.4994745670977349,0.8611396263668196,-0.6753185843574561,0.1005360705945952,0.5186544251228673,0.5687369845409703,-0.7555120158238798,-0.4699708066040706,-0.4576504449036584,0.8212587113434919,0.9497521945942076,-4.20162937971753,0.6220310766353602,0.0694742912994162,0.9309675275595432
1748,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2210904,Socorro do Piauí,PI,1.3464046113039712,7.656639995270506,5.68673036715794,IND5,0.7640471698435259,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,-0.9027073985349784,0.6947401175636055,-0.132995501686084,-1.0527271090008758,0.9435047047340152,-1.267293711246537,-0.6544363511320714
1749,1,C1: Intermediário,3512308,Conchas,SP,4322152,Tunas,RS,1.889314419119118,10.741802550988025,5.685555795583655,IND5,2.8668274396161424,-0.118598434493185,0.3012907604969614,0.5617364071199273,-0.4934234520732866,0.4063380758219257,-0.954590576320934,-0.7163981351019264,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1750,1,C1: Intermediário,3522653,Itapirapuã Paulista,SP,4110078,Imbaú,PR,1.6387790034565004,9.316503566898318,5.685027414656272,IND5,1.0448516472549914,0.046183967050252,-3.048443162864374,-1.345003761924295,-4.20162937971753,-0.1348779710151805,0.852046561392672,-0.6966974439728224,0.6938356449392125,0.0958520733921936,0.4314728086292367,-0.0979553157020027,-0.1260611991125521,-0.1061133197703942,-0.702580802851028
1751,2,C2: Nordeste Vulnerável,2309508,Orós,CE,2411429,Santana do Seridó,RN,1.3092256752477103,7.442244275552427,5.684462511369451,IND5,3.0635048407913152,-0.5268137788694703,0.1884437971384839,0.9393534137058088,-1.267571670832719,-0.7847755866929231,0.5029888392359738,0.535738859177762,4.274661089234527,0.3157856927708621,-4.336569178893552,0.5601215663852321,0.4115965762520264,-1.576770169720865,-0.1564747066188529
1752,1,C1: Intermediário,4114351,Manfrinópolis,PR,4317954,Santo Expedito do Sul,RS,1.7940561607623797,10.19558172992457,5.682978017761163,IND5,1.3150956987070297,1.6800653520574111,-2.779730875171074,-1.370406551276885,-0.3993653360946396,-0.1326844054809808,0.9686326603433684,-0.7090457095157136,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
1753,1,C1: Intermediário,3147709,Passa Tempo,MG,3522000,Itaju,SP,1.6147352776848054,9.17338047548741,5.681042952724168,IND5,0.4996332619073364,-0.2103763585780814,0.9494712037196598,-0.6489795737122118,0.4197607494147975,-0.4285349328643721,0.4345853775459372,-0.6702186563541276,0.4670792559869362,0.2394103301307353,0.2005063662099444,-4.20162937971753,1.4360268055160963,-1.2499687079142427,-0.6327038850225737
1754,1,C1: Intermediário,1720655,Silvanópolis,TO,3138807,Luz,MG,1.6852861614100678,9.573293508269353,5.680515108828121,IND5,1.020774975053653,-0.7248848267334039,-4.054627871998782,-0.8235859658437202,0.5275787268237988,-4.104595340850923,1.6212969290542532,-0.7035098609001608,2.564428919629308,0.1447447388489267,0.9119549903812664,0.5550626433537731,0.3940471805278734,-0.7959657647870026,2.706468531886601
1755,1,C1: Intermediário,3112802,Capitólio,MG,4322152,Tunas,RS,1.8873692048271649,10.717552347589054,5.678566925061142,IND5,2.9706180522932732,0.4203447115171647,0.4136799554001237,0.7382031736209148,0.2792771678814109,-0.0671418098580006,0.6391252147201812,-0.3813618589841162,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1756,1,C1: Intermediário,3522653,Itapirapuã Paulista,SP,3533304,Nova Luzitânia,SP,1.9050854203098186,10.81771400694249,5.678335410023189,IND5,1.17862898643384,0.046183967050252,-3.048443162864374,-1.345003761924295,-4.20162937971753,-0.1348779710151805,0.852046561392672,-0.6966974439728224,0.1555826155287409,0.6583225001560321,0.6589235757755316,0.4636286199082119,1.235538830417673,-1.2634978642632255,-0.6905790344213357
1757,1,C1: Intermediário,4118907,Pérola,PR,4322152,Tunas,RS,1.8187987588375567,10.326553202072006,5.677677723397121,IND5,2.6177294173299805,0.6685515928074124,0.1913083444955088,0.1382152292329446,-1.43542919230842,-1.4742027677929856,1.1361839736371535,-0.7422716563817494,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1758,1,C1: Intermediário,4321469,Tio Hugo,RS,4322152,Tunas,RS,1.9120161081135505,10.853732020937125,5.676590259466556,IND5,3.053344077057155,0.6223668665078735,-0.0695188978376439,0.8788555285788259,0.550753461045978,0.6347170846716828,-0.0091137904941803,0.9918174357270748,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1759,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2514305,São José de Caiana,PB,1.6108462549761853,9.141402668224993,5.67490698402203,INF1,0.45979257274015006,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,-0.5990712619863844,1.0311185439252848,0.985863728358616,0.4395565351901519,-1.094406031889013,-1.723540011509525,3.131133164894432
1760,1,C1: Intermediário,3129103,Gurinhatã,MG,5100359,Alto Boa Vista,MT,1.475236520588569,8.370910725839598,5.674283820485686,IND5,1.3186205307233851,4.260204663206858,-0.7658816351929745,0.3660037833098417,0.176811725416928,0.9705677887232717,-0.6359994148980765,0.6549472686381174,-0.4907907877790043,0.1564172147951491,-1.8759398308243864,-0.9769357753957072,0.3888271739322158,-0.7916587185592145,-0.7162258996947806
1761,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2207934,Pedro Laurentino,PI,1.3992950585221016,7.9387597160124095,5.673399374913621,IND5,0.9947744681464268,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,-0.2210029512846554,0.6728927836126829,-0.5303506322009925,-2.7163930060329284,0.4539935882325355,-0.5484207003133189,-0.2695344488192836
1762,1,C1: Intermediário,4108957,Guamiranga,PR,4322152,Tunas,RS,1.8706926495245908,10.612327163301144,5.672939999162969,IND5,3.072435400870366,0.5484013658720913,-0.7838491598357548,0.9113149591057542,0.1578553423407043,-0.3185340755067594,-0.1827490429313604,1.6959404911008829,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1763,1,C1: Intermediário,3532702,Nipoã,SP,4322152,Tunas,RS,1.8901091410299815,10.717690190763815,5.670408101012088,IND5,2.837910432204854,0.2349232734180307,0.5037523243752637,0.5125711631432955,0.4104664489615994,-0.09184432070497,-0.934572140045897,-0.6552600112435257,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1764,1,C1: Intermediário,3507407,Borborema,SP,4317954,Santo Expedito do Sul,RS,1.6074356064187516,9.112706975595373,5.66909612648728,INF1,0.43337277363041116,0.6562735842887008,0.5674358975226033,0.4900497051227278,0.0692945211871225,1.2058745867227108,-0.6340369524631323,-0.7025362242750609,-0.3639841797927218,1.2093340360844866,0.8655440766677309,-0.3826591251534898,0.3051151002941978,8.523061028105163,-0.6195366907761776
1765,1,C1: Intermediário,3142700,Montalvânia,MG,5209903,Iaciara,GO,1.308211548465245,7.416186172009988,5.668950235947303,IND5,1.3526151868480643,-0.2863119356613791,0.4582462471064296,-1.7701874264719326,-0.1880329612333378,1.17846819728207,-1.4148373004404975,-0.2012798517509653,-0.3866442721052048,0.955134566550886,0.5295545462026431,-3.468694247777714,0.8615035924756604,-0.9015957622033816,-0.6963096610193813
1766,1,C1: Intermediário,3543204,Ribeirão do Sul,SP,4202099,Barra Bonita,SC,1.2743292825149908,7.223816592092663,5.668720546205422,IND4,0.6087721510974354,-0.5044873693085766,1.0475863595435693,0.6727832112922102,0.6395434183590679,1.4360268055160963,-1.2381663896378032,-0.7116330399333505,1.3407099936909477,-3.2694727311278,-0.1234675996656461,0.6180091499672824,-0.8362705210216228,1.706990960340823,-0.1955288463753348
1767,1,C1: Intermediário,5107883,Serra Nova Dourada,MT,5210802,Itajá,GO,1.613749825339213,9.143984562383446,5.666296233243631,IND5,1.7065899032407834,-0.4907907877790043,0.1564172147951491,-2.622915892791944,-3.5686061873328896,-0.1792641031605053,-0.530669584223204,-0.721773906103779,0.4920847187091537,-0.2545171153560493,0.2786606004981062,0.376427781660012,0.6159482394527327,-1.1029449949966343,-0.7015492900633797
1768,1,C1: Intermediário,3545100,Salmourão,SP,4322152,Tunas,RS,1.7929758280309045,10.150427416670325,5.6612182118241865,IND5,2.656647413908329,0.4112063543429538,0.285032490305443,0.2043843445096947,0.5539151357028802,-0.4108525786844573,-0.8428776211945663,-0.7087853301060875,-0.3661910361725519,-4.054627871998782,-4.312497931963389,0.3385826821654886,-0.0053403795972648,1.9314120539937352,-0.6143784682907917
1769,1,C1: Intermediário,4204152,Celso Ramos,SC,5213400,Moiporá,GO,1.7931806224917837,10.151474030220875,5.661155322129984,IND5,3.123409356535592,0.2808615295033273,0.4272852527324616,0.97391059755172,0.2336438260542028,-0.1298962090906621,1.785106523931849,3.131133164894432,-0.4188901598269846,0.3823836131925512,-4.336569178893552,0.6231284322422653,-0.4700279482816945,0.3565115532819547,-0.7297580303744349
1770,1,C1: Intermediário,3501103,Alto Alegre,SP,4321352,Tavares,RS,1.6952546245109772,9.593115735224636,5.658805226579527,IND5,0.18851277570988623,0.2420291992871062,0.3600536108276502,0.3602990174676987,0.5166356300877498,1.4360268055160963,-0.7847585033261187,-0.6227476653400998,-0.4861575690678565,0.6828282679228653,0.6808120110380651,-4.20162937971753,-0.6734179625213138,2.1095041003451493,0.5865608962860906
1771,1,C1: Intermediário,3549953,São Lourenço da Serra,SP,4206207,Gravatal,SC,1.2928902503994917,7.316037858639706,5.658668901494496,IND5,0.1913066364800431,2.553108353096692,-0.2769764104640467,0.2966893773327498,-3.6056353276424393,0.8797753145976144,-0.9929732149879004,-0.7009641202676024,-0.6652162837900917,-0.336445828434587,0.6219525459280698,-0.630580113950758,0.403141816343393,-0.3062472661138878,-0.2137189678527349
1772,1,C1: Intermediário,3522000,Itaju,SP,3534757,Ouroeste,SP,1.5986419022273248,9.044466678947831,5.65759389935228,IND5,0.18815237863758116,0.4670792559869362,0.2394103301307353,0.2005063662099444,-4.20162937971753,1.4360268055160963,-1.2499687079142427,-0.6327038850225737,-0.4423313731261431,0.1596555871854817,0.5204066058484698,0.5530830647762638,0.5856929224387033,-0.9975860649784588,-0.6464756255480512
1773,2,C2: Nordeste Vulnerável,2203420,Domingos Mourão,PI,2204006,Francinópolis,PI,1.3454181021895466,7.610226889073404,5.656402921167809,IND5,1.6854501581356978,-0.3464885864309752,1.0519277199417834,1.1828352002976683,0.4550657916425983,0.3051151002941978,8.029929952772747,-0.6195366907761776,0.0551478991497683,-2.595427343119088,-1.7198220599766052,-0.3865539770612827,-0.1868066431318987,-0.1358617417989963,-0.3920426520377845
1774,2,C2: Nordeste Vulnerável,2106672,Milagres do Maranhão,MA,2501609,Barra de Santa Rosa,PB,1.479827822795616,8.37039014904431,5.656327049977384,IND8,0.2521602569852462,3.925769229501615,-0.5933535317014217,0.7939326983745975,-4.20162937971753,0.6080930742638448,0.2819246659984742,0.3825931561462959,-0.6711353607813545,1.0302847460137607,0.5701394860431943,0.5521904640997981,0.1130598720142704,-0.1971150318426915,-0.7671933961175473
1775,1,C1: Intermediário,4311759,Manoel Viana,RS,5005152,Juti,MS,1.3507725881977364,7.640149656179334,5.656133176878458,IND5,0.2300537162976014,0.2854458754882325,0.3865343661607267,0.304466130208508,-3.4975746112112542,-0.9285342226027004,1.4143607548205122,-0.7384250173769505,1.1692918556102203,0.2520156711754913,-0.0866755577480027,0.4850218064847384,-0.8315244359944447,0.5359917142914157,-0.7201199396204536
